,Team,Year,W,L,T,W-L%,PF,PA,PD,MoV,SoS,SRS,OSRS,DSRS,QB1 Name,QB1 Rating,RB1 Name,RB1 Rating,RB2 Name,RB2 Rating,WR1 Name,WR1 Rating,WR2 Name,WR2 Rating,WR3 Name,WR3 Rating,TE1 Name,TE1 Rating,DE1 Name,DE1 Rating,DE2 Name,DE2 Rating,DT1 Name,DT1 Rating,DT2 Name,DT2 Rating,LB1 Name,LB1 Rating,LB2 Name,LB2 Rating,LB3 Name,LB3 Rating,LB4 Name,LB4 Rating,CB1 Name,CB1 Rating,CB2 Name,CB2 Rating,CB3 Name,CB3 Rating,S1 Name,S1 Rating,S2 Name,S2 Rating
148,Cincinnati Bengals,2020.0,4,11,1,.281,311,424,-113,-7.1,-0.4,-7.5,-5.4,-2.1,Joe Burrow,104.84805194805192,Giovani Bernard,35.1,Joe Mixon,24.0,Tee Higgins,98.7,A.J. Green,54.6,Tyler Boyd,54.6,Drew Sample,25.5,Sam Hubbard,112.07099550207616,Carlos Dunlap,76.58829164447192,D.J. Reader,86.02457907433627,Christian Covington,20.80989354994285,Logan Wilson,83.18273426942085,Mackensie Alexander,72.09327124323555,Josh Bynes,62.24139427034945,Germaine Pratt,55.11351386296269,Darius Phillips,107.68267549597924,William Jackson III,58.98299978426422,LeShaun Sims,47.470184431289184,Jessie Bates III,116.0952044852305,Vonn Bell,95.47437756872148
149,Cincinnati Bengals,2021.0,10,7,0,.588,460,376,84,4.9,-1.9,3.1,3.4,-0.3,Joe Burrow,127.20535714285714,Chris Evans,91.4,Joe Mixon,38.3,Ja'Marr Chase,158.3,Tee Higgins,104.5,Tyler Boyd,81.1,C.J. Uzomah,75.6,Sam Hubbard,125.96696850883328,Trey Hendrickson,92.20243079428118,Larry Ogunjobi,71.67114901576562,B.J. Hill,55.64348209051998,Logan Wilson,128.0823189863329,Germaine Pratt,99.0256970931295,Akeem Davis-Gaither,62.7998537389506,Clay Johnston,35.15224821912394,Chidobe Awuzie,129.02398673494855,Mike Hilton,91.62194518027631,Eli Apple,71.96564267152938,Vonn Bell,110.22241421337624,Jessie Bates III,101.05570557152298
150,Cincinnati Bengals,2022.0,12,4,0,.750,418,322,96,6.0,0.9,6.9,5.5,1.4,Joe Burrow,119.11047077922078,Samaje Perine,56.0,Joe Mixon,18.1,Trenton Irwin,147.6,Tee Higgins,104.3,Tyler Boyd,93.6,Mitchell Wilcox,37.9,Sam Hubbard,127.68720704636748,Trey Hendrickson,113.19302190442248,B.J. Hill,107.72417745534892,D.J. Reader,91.80341426962651,Germaine Pratt,133.3756589447436,Akeem Davis-Gaither,22.86594878912915,Josh Tupou,21.04350290311556,Markus Bailey,8.245798475259903,Mike Hilton,95.89745627416092,Cam Taylor-Britt,65.43919873093088,Chidobe Awuzie,55.57857136739048,Vonn Bell,123.96598722357776,Jessie Bates III,79.04907254139522
151,Cincinnati Bengals,2023.0,9,8,,.529,366,384,-18,-1.1,2.8,1.7,1.3,0.4,Jake Browning,111.4010551948052,Joe Mixon,29.3,,,Tee Higgins,131.0,Andrei Iosivas,82.9,Ja'Marr Chase,77.1,Drew Sample,47.6,Trey Hendrickson,125.99061176830132,Sam Hubbard,69.48802585501961,B.J. Hill,82.11123372877191,D.J. Reader,36.47591987805362,Logan Wilson,133.839333036285,Germaine Pratt,117.40091129902204,Akeem Davis-Gaither,4.689083527114193,Markus Bailey,0.0,Mike Hilton,109.16009042095789,Cam Taylor-Britt,101.284360432138,DJ Turner,74.17752680399248,Daxton Hill,122.4764212912997,Jordan Battle,87.87531437657935
152,Cincinnati Bengals,2024.0,9,8,,.529,472,434,38,2.2,-0.8,1.4,5.0,-3.6,Joe Burrow,131.57402597402597,Chase Brown,37.3,Zack Moss,29.8,Andrei Iosivas,129.9,Ja'Marr Chase,120.2,Tee Higgins,113.6,Mike Gesicki,41.1,Trey Hendrickson,136.4159309932995,Joseph Ossai,80.13343864242661,B.J. Hill,102.98233100315164,Sheldon Rankins,30.55714357564838,Germaine Pratt,124.10575445676302,Logan Wilson,91.52098994412336,Akeem Davis-Gaither,78.04402221391463,Shaka Heyward,38.9281213542716,Daxton Hill,93.6263639680066,Mike Hilton,92.784165456839,Cam Taylor-Britt,89.91116916343074,Geno Stone,74.49690788743709,Jordan Battle,34.32768413250095
180,Houston Texans,2002.0,4,12,0,.250,213,356,-143,-8.9,-0.5,-9.4,-8.4,-1.1,David Carr,65.34519098021168,James Allen,55.43778186838472,Jonathan Wells,49.46419696272434,Corey Bradford,137.1,JaJuan Dawson,54.2,Jabar Gaffney,51.0,Billy Miller,70.3,Gary Walker,109.64080859637116,Jerry DeLoach,50.598166417403256,Seth Payne,63.40964807845437,Charles Hill,0.0,Jeff Posey,128.57084216162693,Jamie Sharper,119.95075286551828,Jay Foreman,114.08511937059616,Kailee Wong,88.23062462774345,Aaron Glenn,118.12068369984313,Marcus Coleman,93.7253081199031,Kenny Wright,77.6593879259137,Eric Brown,118.46332060790157,Matt Stevens,65.49566334232135
181,Houston Texans,2003.0,5,11,,.313,255,380,-125,-7.8,1.9,-6.0,-4.4,-1.5,Tony Banks,96.11071428571428,Domanick Williams,82.97455131155085,Stacey Mack,61.70276115968707,Corey Bradford,158.3,Andre Johnson,94.6,Jabar Gaffney,68.7,Billy Miller,51.9,Jerry DeLoach,82.71919095124242,Gary Walker,40.666819890018935,Steve Martin,89.14753617604875,Seth Payne,81.65243913193876,Jamie Sharper,127.8413329354253,Jay Foreman,97.70458693471475,Kailee Wong,97.04679353772704,Charlie Clemons,61.62423551229275,Kenny Wright,117.07051334972049,Marcus Coleman,108.3258293416218,Aaron Glenn,68.45944853889084,Eric Brown,97.31998486825309,Marlon McCree,47.470184431289184
182,Houston Texans,2004.0,7,9,,.438,309,339,-30,-1.9,1.2,-0.6,-2.4,1.8,David Carr,92.76996753246752,Domanick Williams,83.70303727565577,Jonathan Wells,76.49102623101703,Corey Bradford,119.9,Andre Johnson,99.5,Jabar Gaffney,93.9,Billy Miller,57.2,Robaire Smith,90.6016643359831,Gary Walker,78.93258296951228,Seth Payne,46.44728382527043,Junior Ioane,9.230073211728044,Jamie Sharper,149.18980128508227,Kailee Wong,137.8485511488133,Jason Babin,86.94925309256732,Jay Foreman,56.78340436561754,Dunta Robinson,157.6805602764952,Aaron Glenn,97.30246946100992,Demarcus Faggins,58.88890356784416,Marcus Coleman,82.24781876039808,Glenn Earl,63.94135899402277
183,Houston Texans,2005.0,2,14,,.125,260,431,-171,-10.7,0.7,-10.0,-4.4,-5.7,David Carr,85.31753246753247,Vernand Morency,80.86194201564658,Jonathan Wells,80.64339622641509,Corey Bradford,121.6,Andre Johnson,47.4,Jabar Gaffney,33.1,Marcellus Rivers,0.0,Gary Walker,122.60112514748104,Alfred Malone,122.47865869790814,Jason Babin,120.42719313702632,Seth Payne,104.99755118125252,Shantee Orr,100.82014325639108,Morlon Greenwood,94.4537864716796,Antwan Peek,78.59772985264965,DaShon Polk,67.83723616822897,Dunta Robinson,114.76394622792073,Lewis Sanders,72.3091483012585,Chris McKenzie,69.1339069876516,Glenn Earl,109.78120938761056,C.C. Brown,89.27880518187906
184,Houston Texans,2006.0,6,10,,.375,267,366,-99,-6.2,1.7,-4.5,-3.2,-1.3,David Carr,87.63035714285715,Ron Dayne,83.33879429360331,Wali Lundy,79.04072710538426,Andre Johnson,57.7,Eric Moulds,30.6,Kevin Walter,18.7,Owen Daniels,100.7,Mario Williams,106.3630922272732,Anthony Weaver,71.54347842106458,Anthony Maddox,67.82642493685103,Seth Payne,67.65967186358131,DeMeco Ryans,143.23825298243963,Morlon Greenwood,107.61920980160512,Antwan Peek,53.62505072656042,Shantee Orr,24.40866847141328,Dunta Robinson,123.90571319489804,Demarcus Faggins,113.0226692748218,Guss Scott,61.61924130594631,Glenn Earl,94.9495112083277,C.C. Brown,78.46216396145154
185,Houston Texans,2007.0,8,8,,.500,379,384,-5,-0.3,0.3,0.0,2.5,-2.5,Matt Schaub,94.95430194805196,Darius Walker,85.52425218591809,Ron Dayne,81.88182236539346,Andre Johnson,126.1,Andre' Davis,125.7,Kevin Walter,74.1,Owen Daniels,66.1,Mario Williams,122.49102321526551,Earl Cochran,70.80484619193744,Travis Johnson,68.55404212076884,Amobi Okoye,59.64658033382832,DeMeco Ryans,116.86598308088328,Morlon Greenwood,98.00148268811412,Danny Clark,57.508717226049946,Charlie Anderson,28.422753149700497,Dunta Robinson,123.37790603474402,Fred Bennett,94.36231606785768,Jason Simmons,81.33331500646644,C.C. Brown,65.89637333115006,Will Demps,31.988840781164907
186,Houston Texans,2008.0,8,8,0,.500,366,394,-28,-1.8,1.4,-0.4,2.8,-3.2,Matt Schaub,105.10503246753248,Steve Slaton,89.38522779567418,Ahman Green,89.2395306028532,Kevin Walter,132.9,David Anderson,99.3,Andre Johnson,89.9,Owen Daniels,57.6,Mario Williams,112.17152056442832,Earl Cochran,59.08217447279084,Amobi Okoye,53.26253960521217,Travis Johnson,40.64456957985741,Zach Diles,124.88041150323926,DeMeco Ryans,101.83108164522294,Kevin Bentley,36.31977859109786,Xavier Adibi,32.46195865414698,Jacques Reeves,87.55970477271515,Dunta Robinson,63.764783334289575,Dominique Barber,43.659861759550594,Eugene Wilson,81.01465288581768,Will Demps,63.1254092462535
187,Houston Texans,2009.0,9,7,,.563,388,333,55,3.4,-1.5,2.0,2.7,-0.7,Matt Schaub,113.71387987012989,Arian Foster,97.54427059364932,Chris Brown,73.06714219972388,Jacoby Jones,154.3,Andre Johnson,115.3,Kevin Walter,55.6,Owen Daniels,111.7,Mario Williams,125.79490596640224,Antonio Smith,77.38883435793464,Amobi Okoye,62.59708531586753,Jeff Zgonina,18.85844082614687,Brian Cushing,158.3,DeMeco Ryans,104.80777116804308,Zach Diles,67.60266208579935,Xavier Adibi,11.643750058460666,Glover Quin,102.87045144854974,Dunta Robinson,91.25827580151211,Jacques Reeves,45.85252566853884,Bernard Pollard,139.29775404943942,Eugene Wilson,66.02106290084852
188,Houston Texans,2010.0,6,10,,.375,390,427,-37,-2.3,0.5,-1.8,1.8,-3.7,Matt Schaub,107.03238636363636,Derrick Ward,119.18030372756556,Arian Foster,98.41845375057524,Andre Johnson,105.4,Kevin Walter,91.4,Jacoby Jones,61.9,Joel Dreessen,116.7,Mario Williams,99.64331867936627,Antonio Smith,76.64928172638767,Amobi Okoye,45.92171941205441,Damione Lewis,28.073129634902138,Brian Cushing,116.56307852203368,DeMeco Ryans,93.7821822437961,Kevin Bentley,52.50474777807448,Zach Diles,41.43055402729194,Glover Quin,137.28357749398933,Troy Nolan,92.27356125046704,Jason Allen,84.03328119276479,Bernard Pollard,96.334539525063,Eugene Wilson,34.99015222913084
189,Houston Texans,2011.0,10,6,,.625,381,278,103,6.4,-1.9,4.5,1.4,3.2,Matt Schaub,115.89821428571427,James Casey,89.2,Arian Foster,56.5,Jacoby Jones,111.2,Andre Johnson,95.6,Kevin Walter,80.6,Joel Dreessen,124.0,J.J. Watt,116.1219837153482,Antonio Smith,75.51057951470084,Shaun Cody,27.02671652061212,Earl Mitchell,17.755931787100252,Brian Cushing,140.89158175700848,Mario Williams,102.81781296511164,Connor Barwin,102.38720875533409,Brooks Reed,77.46611710765117,Johnathan Joseph,105.86644846199678,Jason Allen,86.13865956879344,Kareem Jackson,58.62216311713652,Glover Quin,72.316388055799,Danieal Manning,64.48330718663624
190,Houston Texans,2012.0,12,4,0,.750,416,331,85,5.3,-1.8,3.5,1.8,1.7,Matt Schaub,104.33409090909092,Garrett Graham,72.5,James Casey,65.6,Andre Johnson,77.7,Kevin Walter,70.5,,,Owen Daniels,85.5,J.J. Watt,158.3,Antonio Smith,100.27105209713665,Earl Mitchell,56.716385128880674,Shaun Cody,25.33858028655673,Brian Cushing,105.54115220871272,Connor Barwin,84.45770507865463,Brooks Reed,70.22745712385917,Whitney Mercilus,66.93187498817159,Kareem Jackson,87.55970477271515,Quintin Demps,73.88271698008685,Johnathan Joseph,72.34068470920488,Glover Quin,127.09135582565324,Danieal Manning,109.95282914841606
191,Houston Texans,2013.0,2,14,0,.125,276,428,-152,-9.5,1.9,-7.6,-5.0,-2.6,Case Keenum,90.3286525974026,Arian Foster,32.3,Ben Tate,0.0,DeAndre Hopkins,88.8,Keshawn Martin,82.1,Andre Johnson,71.3,Owen Daniels,90.8,J.J. Watt,158.3,Antonio Smith,58.79759431203927,Earl Mitchell,35.324222881041244,Terrell McClain,0.0,Brian Cushing,154.89473628534645,Darryl Sharpton,67.99478347093535,Joe Mays,66.55817805802592,Brooks Reed,51.14422483475765,Johnathan Joseph,80.21965882568948,Kareem Jackson,52.68491247387124,Brice McCain,31.84773585213573,D.J. Swearinger,88.9933660643532,Danieal Manning,81.19133752002453
192,Houston Texans,2014.0,9,7,0,.563,372,307,65,4.1,-2.3,1.7,-0.8,2.5,Ryan Fitzpatrick,111.65803571428572,Arian Foster,78.1,Alfred Blue,36.4,DeAndre Hopkins,113.4,Andre Johnson,50.0,Damaris Johnson,45.6,Garrett Graham,59.6,J.J. Watt,158.3,Tim Jamison,8.489925101944236,Jerrell Powe,9.55809493409246,,,Mike Mohamed,82.10608837361576,Whitney Mercilus,80.56347072649295,Jared Crick,76.38806664895333,Brooks Reed,66.46346928377596,Kareem Jackson,125.60707697870404,A.J. Bouye,81.73141906468146,Johnathan Joseph,75.19799912022968,Kendrick Lewis,109.02795474248076,D.J. Swearinger,102.37123036344448
193,Houston Texans,2015.0,9,7,,.563,339,313,26,1.6,-2.4,-0.8,-3.3,2.6,Brian Hoyer,108.83125,Arian Foster,72.1,Alfred Blue,34.1,DeAndre Hopkins,104.8,Nate Washington,100.3,Cecil Shorts,60.5,Ryan Griffin,95.5,J.J. Watt,158.3,Jared Crick,73.49639165384136,Christian Covington,11.65903984639332,Vince Wilfork,2.942813229284848,Jadeveon Clowney,106.00525849022402,Brian Cushing,78.00576029010185,Whitney Mercilus,77.68726947839602,Benardrick McKinney,49.38111662643291,Kevin Johnson,91.60813046005671,Kareem Jackson,73.53962664891435,Johnathan Joseph,69.56575146862541,Andre Hal,63.02955761887452,Quintin Demps,59.61229138300218
194,Houston Texans,2016.0,9,7,0,.563,279,328,-49,-3.1,0.4,-2.6,-5.3,2.7,Tom Savage,94.05487012987014,Lamar Miller,16.3,,,Will Fuller,74.7,DeAndre Hopkins,68.3,Braxton Miller,33.6,C.J. Fiedorowicz,63.900000000000006,Jadeveon Clowney,121.37407849514112,J.J. Watt,52.11090051239061,Vince Wilfork,15.501689689946854,Devon Still,0.0,Benardrick McKinney,102.06986486161624,John Simon,88.26645971689533,Whitney Mercilus,75.27983215072436,Brian Cushing,39.674642485943686,A.J. Bouye,116.88627305751784,Kareem Jackson,91.38241831463162,Kevin Johnson,88.61962435775703,Andre Hal,93.89773610396496,Quintin Demps,92.64175142715784
195,Houston Texans,2017.0,4,12,,.250,338,436,-98,-6.1,-0.3,-6.4,-0.8,-5.6,Deshaun Watson,120.6523538961039,Lamar Miller,57.9,,,Will Fuller,145.2,DeAndre Hopkins,128.6,Bruce Ellington,70.0,Stephen Anderson,74.9,J.J. Watt,90.04109538900266,Lamarr Houston,65.41739607565954,Christian Covington,61.50168100451232,D.J. Reader,43.76977440100892,Zach Cunningham,93.35911921642544,Jadeveon Clowney,92.2525290074536,Benardrick McKinney,87.45751508507124,Dylan Cole,82.62625627502142,Kareem Jackson,105.68659480196216,Johnathan Joseph,68.17484327904359,Eddie Pleasant,62.81176648783632,Andre Hal,105.58701000853956,Marcus Gilchrist,58.87321748996394
196,Houston Texans,2018.0,11,5,0,.688,402,316,86,5.4,-1.5,3.8,2.4,1.4,Deshaun Watson,122.32272727272728,Lamar Miller,20.2,Alfred Blue,4.2,Will Fuller,134.9,DeAndre Hopkins,102.8,Demaryius Thomas,84.0,Jordan Thomas,108.4,J.J. Watt,155.7061601704005,Duke Ejiofor,28.64590978264475,Angelo Blackson,35.35865995945046,Brandon Dunn,34.01792972157077,Zach Cunningham,120.6977981453577,Benardrick McKinney,116.29692484269958,Jadeveon Clowney,72.60873777760719,Whitney Mercilus,58.47374417491294,Kareem Jackson,135.40785070819194,Johnathan Joseph,81.87967255926716,Shareece Wright,71.72197442847188,Tyrann Mathieu,117.21471028918288,Justin Reid,102.57333541660248
197,Houston Texans,2019.0,10,6,0,.625,378,385,-7,-0.4,1.0,0.5,1.0,-0.5,Deshaun Watson,113.84237012987012,Duke Johnson,52.2,,,Kenny Stills,108.0,Will Fuller,85.5,DeAndre Hopkins,67.7,Darren Fells,102.3,J.J. Watt,135.89538434622858,Charles Omenihu,67.69376588687332,D.J. Reader,55.84789445046023,Carlos Watkins,38.16277499245018,Whitney Mercilus,102.72333257121882,Benardrick McKinney,89.33000436301256,Zach Cunningham,78.60893300559081,Brennan Scarlett,66.14883538930998,Bradley Roby,120.94351662479612,Vernon Hargreaves III,75.28332324856524,Johnathan Joseph,69.03089956533017,Tashaun Gipson,96.15551278592127,Justin Reid,66.4717418469582
198,Houston Texans,2020.0,4,12,0,.250,384,464,-80,-5.0,-0.5,-5.5,-1.4,-4.1,Deshaun Watson,136.84212662337663,David Johnson,50.1,Duke Johnson,32.3,Will Fuller,155.3,Brandin Cooks,96.4,Keke Coutee,87.3,Darren Fells,143.0,J.J. Watt,146.93087190520302,Jacob Martin,45.34180226455535,Corey Liuget,15.302489798391232,Brandon Dunn,13.452860476730727,Tyrell Adams,106.86436903628768,Zach Cunningham,93.20697851344268,Benardrick McKinney,74.71398257119279,Whitney Mercilus,42.52546627739931,Bradley Roby,104.6359619554584,A.J. Moore,63.26012805630453,Vernon Hargreaves III,56.05400632135856,Justin Reid,95.27587865571958,Eric Murray,83.70111554885447
199,Houston Texans,2021.0,4,13,0,.235,280,452,-172,-10.1,0.4,-9.7,-6.3,-3.4,Davis Mills,99.83693181818182,David Johnson,15.7,Rex Burkhead,2.0,Chris Conley,109.0,Danny Amendola,89.4,Chris Moore,78.4,Brevin Jordan,89.9,Jonathan Greenard,143.5386976076964,Jacob Martin,75.37398565330602,Ross Blacklock,53.46270734293734,Maliek Collins,47.5454463704208,Kamu Grugier-Hill,139.2822159673198,Christian Kirksey,113.90246269398712,Zach Cunningham,100.70258974678045,Whitney Mercilus,46.81982269138628,Desmond King,77.78862643868958,Lonnie Johnson Jr.,67.16848132408619,Terrance Mitchell,66.4079889921887,Justin Reid,99.00573254958748,Eric Murray,50.73317576120692
200,Houston Texans,2022.0,3,13,1,.206,289,420,-131,-7.7,-0.8,-8.5,-5.4,-3.1,Davis Mills,85.95998376623378,Dameon Pierce,16.8,Rex Burkhead,13.6,Nico Collins,76.2,Phillip Dorsett,72.9,Brandin Cooks,69.3,Jordan Akins,120.2,Jerry Hughes,90.6845070921174,Ogbonnia Okoronkwo,83.14672994593681,Taylor Stallworth,74.34595912435019,Maliek Collins,69.13828791927185,Christian Harris,128.3784889882504,Christian Kirksey,116.34340379152172,Kamu Grugier-Hill,59.21900017769477,Kevin Pierre-Louis,43.33933411136775,Derek Stingley Jr.,75.77060681102348,Steven Nelson,67.8296868358889,Tavierre Thomas,31.239800315968974,Jalen Pitre,134.97362553192903,Jonathan Owens,51.00074444224485
201,Houston Texans,2023.0,10,7,,.588,377,353,24,1.4,-1.0,0.4,0.3,0.1,C.J. Stroud,122.8366883116883,Devin Singletary,0.0,,,Tank Dell,141.6,Nico Collins,126.5,Noah Brown,110.4,Brevin Jordan,107.2,Jonathan Greenard,116.01618765569532,Derek Barnett,99.38608806217896,Sheldon Rankins,71.50302952612941,Khalil Davis,69.28550707756524,Blake Cashman,122.6663951864076,Christian Harris,110.36947942451864,Denzel Perryman,81.96987877148281,Henry To'oTo'o,53.90658769280128,Derek Stingley Jr.,97.46968379784916,Desmond King,94.36845505342522,Tavierre Thomas,87.15947865741987,Jalen Pitre,96.334539525063,Jimmie Ward,59.42213892589744
202,Houston Texans,2024.0,10,7,,.588,372,372,0,0.0,-0.7,-0.7,-1.5,0.8,C.J. Stroud,99.32297077922075,Dare Ogunbowale,53.7,Joe Mixon,25.7,Nico Collins,116.0,Tank Dell,79.3,Stefon Diggs,60.5,Cade Stover,47.7,Danielle Hunter,107.85704340630444,Will Anderson,104.8110537175611,Tommy Togiai,89.93468718536322,Mario Edwards,57.34936305285552,Azeez Al-Shaair,139.00323275732725,Henry To'oTo'o,108.0928103061275,Christian Harris,68.35132802274705,Neville Hewitt,63.72784287389312,Derek Stingley Jr.,132.47439348845188,Kamari Lassiter,122.32578544878852,Ka'dar Hollman,15.80783165044099,Jalen Pitre,118.0129208041567,Jimmie Ward,114.11091525072752
218,Indianapolis Colts,1999.0,13,3,,.813,423,333,90,5.6,0.5,6.1,6.6,-0.5,Peyton Manning,104.33409090909092,Edgerrin James,51.5,,,Marvin Harrison,113.9,Terrence Wilkins,100.8,E.G. Green,54.6,Marcus Pollard,91.3,Chad Bratzke,126.03268680889032,Shawn King,117.19631755254062,Ellis Johnson,102.28377552315906,Larry Chester,44.89379684127011,Cornelius Bennett,142.82755705063053,Andre Royal,88.20729077045961,Mike Peterson,68.17016818704143,Mike Barber,65.39925044061692,Jeff Burris,127.09135582565324,Tyrone Poole,116.34162857072108,Tony Blevins,77.4103888570888,Jason Belser,101.10064281130362,Chad Cota,75.15817238035609
219,Indianapolis Colts,2000.0,10,6,,.625,429,326,103,6.4,1.5,7.9,7.1,0.8,Peyton Manning,111.14407467532467,Edgerrin James,86.03419236079152,Edgerrin James,58.8,Marvin Harrison,125.3,Terrence Wilkins,86.1,Jerome Pathon,78.5,Marcus Pollard,113.1,Chad Bratzke,112.5181278971503,Mark Thomas,81.60251365133536,Ellis Johnson,114.01787152227632,Josh Williams,59.64237859089121,Mike Peterson,117.5674641097415,Cornelius Bennett,61.53024113690251,Dwight Hollier,45.88623801569344,Marcus Washington,44.582372859235065,Jeff Burris,131.7074448306517,Tyrone Poole,68.64570345864401,David Macklin,40.224487235280094,Jason Belser,95.47437756872148,Chad Cota,82.05917027216785
220,Indianapolis Colts,2001.0,6,10,,.375,413,486,-73,-4.6,0.8,-3.8,6.1,-9.8,Peyton Manning,97.39857340082834,Dominic Rhodes,85.16000920386563,Edgerrin James,75.03405430280718,Marvin Harrison,126.6,Jerome Pathon,97.3,Reggie Wayne,47.1,Marcus Pollard,150.4,Chad Bratzke,108.53066794122904,Brad Scioli,86.30040054129593,Ellis Johnson,83.59140592559878,Josh Williams,64.51246896871079,Mike Peterson,140.1955658233421,Marcus Washington,107.2774348562377,Rob Morris,71.53078605653587,Sam Sword,50.85727504522091,Jeff Burris,118.83649891034908,Raymond Walls,81.57073537575897,David Macklin,74.33754025531314,Chad Cota,83.28376675740323,Idrees Bashir,62.225560269434986
221,Indianapolis Colts,2002.0,10,6,0,.625,349,313,36,2.3,-1.1,1.2,0.4,0.7,Peyton Manning,98.42353896103896,James Mungro,89.16668200644271,Edgerrin James,58.78881730326737,Reggie Wayne,103.7,Marvin Harrison,79.6,Qadry Ismail,62.2,Marcus Pollard,103.3,Dwight Freeney,114.37258242530868,Chad Bratzke,92.35325614276576,Brad Scioli,101.84590859688524,Josh Williams,42.79503165590919,Mike Peterson,131.46402858873515,Rob Morris,94.982570970348,Marcus Washington,79.70132720313877,David Thornton,21.305874255048412,David Macklin,73.43125829817649,Walt Harris,70.80947288139873,Cory Bird,55.06572648864108,David Gibson,103.1042659830676,Idrees Bashir,52.75379707807665
222,Indianapolis Colts,2003.0,12,4,,.750,447,336,111,6.9,0.0,7.0,8.2,-1.2,Peyton Manning,117.31160714285714,Edgerrin James,80.20630464795214,Dominic Rhodes,71.8287160607455,Marvin Harrison,107.0,Reggie Wayne,95.1,Brandon Stokley,88.9,Marcus Pollard,91.2,Dwight Freeney,104.78000943340088,Robert Mathis,70.64295782218991,Larry Tripplett,51.927898795148224,Montae Reagor,49.85162024861049,Marcus Washington,124.37205128186204,David Thornton,112.30263244256662,Jim Nelson,97.68350920311086,Rob Morris,47.17109948188638,Nick Harper,146.72506654026668,Walt Harris,92.94816579128032,David Macklin,54.351681040324095,Mike Doss,103.80822383181594,Idrees Bashir,76.93601456609271
223,Indianapolis Colts,2004.0,12,4,,.750,522,351,171,10.7,0.7,11.4,11.7,-0.3,Peyton Manning,146.60738636363635,Edgerrin James,82.68315692590888,Dominic Rhodes,69.0604693971468,Reggie Wayne,150.3,Brandon Stokley,147.0,Marvin Harrison,126.9,Dallas Clark,158.3,Raheem Brock,123.91677522485593,Dwight Freeney,122.97872504604771,Montae Reagor,93.29008645010408,Josh Williams,42.85521888441869,Cato June,116.9065695970018,Rob Morris,88.25126469187452,David Thornton,83.73899766167234,Jim Nelson,67.61350900999865,Jason David,100.696700377006,Nick Harper,88.28210474822545,Waine Bacon,64.23405140575807,Mike Doss,106.82161128861762,Idrees Bashir,66.2723543636426
224,Indianapolis Colts,2005.0,14,2,,.875,439,247,192,12.0,-1.2,10.8,5.6,5.2,Peyton Manning,123.8646103896104,Edgerrin James,87.41831569259088,Dominic Rhodes,81.73612517257249,Marvin Harrison,130.9,Reggie Wayne,76.9,Brandon Stokley,63.3,Bryan Fletcher,112.3,Robert Mathis,141.00139873333518,Dwight Freeney,129.28475339451526,Corey Simon,81.7730719434346,Larry Tripplett,78.62772717247273,Cato June,120.79230878919998,Gary Brackett,111.6588732109591,David Thornton,64.55000870002533,Gilbert Gardner,54.96671437049504,Nick Harper,112.59377616385456,Donald Strickland,81.33331500646644,Jason David,53.85765363755737,Bob Sanders,102.3759739535176,Mike Doss,65.82624130111226
225,Indianapolis Colts,2006.0,12,4,,.750,427,360,67,4.2,1.7,5.9,6.9,-1.1,Peyton Manning,121.68027597402596,Joseph Addai,89.0938334100322,Dominic Rhodes,66.2193741371376,Marvin Harrison,124.2,Reggie Wayne,120.5,,,Dallas Clark,109.7,Robert Mathis,155.7061601704005,Dwight Freeney,83.95560160116305,Montae Reagor,94.8823605334945,Raheem Brock,93.6774883813161,Cato June,121.92611605384803,Gary Brackett,105.42866126599124,Gilbert Gardner,55.2849809215053,Rocky Boiman,36.50123450595675,Mike Doss,152.65913735899454,Bob Sanders,131.24215132611886,Nick Harper,103.12860452443728,Antoine Bethea,64.03912654917521,Marlin Jackson,64.03912654917521
226,Indianapolis Colts,2007.0,13,3,,.813,450,262,188,11.8,0.3,12.0,6.6,5.4,Peyton Manning,114.48482142857142,Joseph Addai,94.12038656235616,Kenton Keith,83.41164289001381,Anthony Gonzalez,111.5,Reggie Wayne,110.2,Marvin Harrison,68.7,Dallas Clark,107.3,Robert Mathis,99.82558218912855,Dwight Freeney,78.27860555806924,Raheem Brock,96.58908606319471,Edward Johnson,42.46885627244693,Gary Brackett,124.1324335164904,Freddy Keiaho,89.62467578326299,Clint Session,74.52440094088854,Rocky Boiman,62.85281164189259,Kelvin Hayden,84.46534638263049,Marlin Jackson,57.99505690197376,Michael Coe,53.87826531629917,Antoine Bethea,136.26823451799044,Bob Sanders,114.0344263988618
227,Indianapolis Colts,2008.0,12,4,0,.750,377,298,79,4.9,1.6,6.5,2.6,3.9,Peyton Manning,110.37313311688312,Dominic Rhodes,82.24606534744593,Joseph Addai,74.88835710998619,Reggie Wayne,94.0,Anthony Gonzalez,72.9,Marvin Harrison,70.7,Dallas Clark,71.4,Robert Mathis,139.74454414258972,Dwight Freeney,87.85827793200355,Eric Foster,43.8608791145711,Edward Johnson,40.82621956596938,Clint Session,87.33705234267104,Gary Brackett,67.85882570068667,Freddy Keiaho,58.02543543074763,Marcus Howard,41.79047580621904,Kelvin Hayden,101.75819401935392,Tim Jennings,100.71561890035512,Marlin Jackson,88.47020163851174,Melvin Bullitt,129.8421543383593,Antoine Bethea,80.70328088837859
